2.500000000000000052e-04 0.000000000000000000e+00
2.256456934304873051e-04 5.381454505120926836e-05
1.764208973040773084e-04 8.856588930624507560e-05
1.197842921493591381e-04 1.097175047044419559e-04
6.040087430015165620e-05 1.212968820536798641e-04
1.530808498934191430e-20 1.250000000000000026e-04
-6.040087430015157489e-05 1.212968820536798777e-04
-1.197842921493591110e-04 1.097175047044419695e-04
-1.764208973040780402e-04 8.856588930624469612e-05
-2.256456934304875762e-04 5.381454505120897698e-05
-2.500000000000000052e-04 1.530808498934191430e-20
-2.256456934304872780e-04 -5.381454505120930224e-05
-1.764208973040775523e-04 -8.856588930624494007e-05
-1.197842921493592601e-04 -1.097175047044419153e-04
-6.040087430015152745e-05 -1.212968820536798777e-04
-4.592425496802574589e-20 -1.250000000000000026e-04
6.040087430015164943e-05 -1.212968820536798641e-04
1.197842921493591788e-04 -1.097175047044419424e-04
1.764208973040823770e-04 -8.856588930624255483e-05
2.256456934304877930e-04 -5.381454505120873981e-05
